"","name","rank","early_i","late_i","max_ma","min_ma","lng","lat","paleolng","paleolat","group","max_m","min_m","Mlng","Mlat"
"80","Blattula pachohymena","species","Bajocian","Bathonian",170.3,166.1,118.059998,31.737499,134.02,37.12,"Blattodea",17,17,122.3141,35.6991
"81","Mesoblattina wanbeiensis","species","Bajocian","Bathonian",170.3,166.1,118.059998,31.737499,134.02,37.12,"Blattodea",17,17,122.3141,35.6991
"82","Blattula kiensis","species","Bajocian","Bathonian",170.3,166.1,118.059998,31.737499,134.02,37.12,"Blattodea",17,17,122.3141,35.6991
"83","Mesoblattina","genus","Bajocian","Bathonian",170.3,166.1,118.059998,31.737499,134.02,37.12,"Blattodea",17,17,122.3141,35.6991
"100","Latiblatta lativalvata","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Blattodea",17,16,74.0266,42.8759
"101","Karatavoblatta longicaudata","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Blattodea",17,16,74.0266,42.8759
"102","Rhipidoblattinopsis latitergata","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Blattodea",17,16,74.0266,42.8759
"105","Kazachiblattina asiatica","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Blattodea",17,16,74.0266,42.8759
"107","Blattula brevicaudata","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Blattodea",17,16,74.0266,42.8759
"123","Blattodea","order","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Blattodea",17,16,74.0266,42.8759
"152","Blattula shurabica","species","Toarcian","",182.7,174.1,70.5,40.029999,87.77,44.86,"Blattodea",18,17,75.5721,40.2258
"153","Blattodea","order","Toarcian","",182.7,174.1,70.5,40.029999,87.77,44.86,"Blattodea",18,17,75.5721,40.2258
"175","Mesoblattina mongolica","species","Toarcian","",182.7,174.1,92.800003,48.5,106.97,58.51,"Blattodea",18,17,94.2677,52.9567
"176","Mesoblattinidae","family","Toarcian","",182.7,174.1,100.309998,54.169998,111.72,65.52,"Blattodea",18,17,99.0041,59.8296
"177","Blattula sibirica","species","Bajocian","Bathonian",170.3,166.1,93.169998,56.165001,93.96,59.78,"Blattodea",17,17,89.9508,60.2518
"178","Eublattula curvinervis","species","Bajocian","Bathonian",170.3,166.1,93.169998,56.165001,93.96,59.78,"Blattodea",17,17,89.9508,60.2518
"245","Ophismoblatta sibirica","species","Toarcian","",182.7,174.1,100.309998,54.169998,111.72,65.52,"Blattodea",18,17,99.0041,59.8296
"246","Blattodea","order","Toarcian","",182.7,174.1,100.309998,54.169998,111.72,65.52,"Blattodea",18,17,99.0041,59.8296
"293","Mesoblattinidae","family","Toarcian","",182.7,174.1,115.230003,-30.26,68.87,-38.44,"Blattodea",18,17,56.1418,-39.971
"308","Elisamoides cantabillingensis","species","Toarcian","",182.7,174.1,115.230003,-30.26,68.87,-38.44,"Blattodea",18,17,56.1418,-39.971
"309","Kurablattina mintajaensis","species","Toarcian","",182.7,174.1,115.230003,-30.26,68.87,-38.44,"Blattodea",18,17,56.1418,-39.971
"310","Blattula willmotti","species","Toarcian","",182.7,174.1,115.230003,-30.26,68.87,-38.44,"Blattodea",18,17,56.1418,-39.971
"311","Blattodea","order","Toarcian","",182.7,174.1,115.230003,-30.26,68.87,-38.44,"Blattodea",18,17,56.1418,-39.971
"351","Jingyuanoblatta pluma","species","Middle Jurassic","",174.1,163.5,104.769997,36.904999,119.74,40.54,"Blattodea",17,16,108.8308,40.3848
"353","Mesoblattina paucivenose","species","Aalenian","Bajocian",174.1,168.3,97.699997,41.669998,112.91,44.98,"Blattodea",17,17,999.99,999.99
"359","Blattula sincera","species","Bajocian","",170.3,168.3,111.5,24.459999,131.16,28.4,"Blattodea",17,17,118.1301,27.1167
"360","Blattula hymena","species","Bajocian","",170.3,168.3,111.5,24.459999,131.16,28.4,"Blattodea",17,17,118.1301,27.1167
"361","Mesoblattina protypa","species","Toarcian","Aalenian",182.7,170.3,111.889999,26.49,134.08,32.07,"Blattodea",18,17,117.8955,29.1666
"366","Blattula ctinoida","species","Toarcian","Aalenian",182.7,170.3,111.889999,26.49,134.08,32.07,"Blattodea",18,17,117.8955,29.1666
"368","Mesoblattina multivenosa","species","Toarcian","Aalenian",182.7,170.3,111.889999,26.49,134.08,32.07,"Blattodea",18,17,117.8955,29.1666
"373","Blattula pachohymena","species","Bajocian","",170.3,168.3,111.5,24.459999,131.16,28.4,"Blattodea",17,17,118.1301,27.1167
"456","Mesoblattina sinica","species","Callovian","Oxfordian",166.1,157.3,120.800003,41.75,131.41,49.99,"Blattodea",17,16,125.8556,44.9227
"457","Mesoblattina","genus","Callovian","Oxfordian",166.1,157.3,115.940002,40.825001,126.27,48.29,"Blattodea",17,16,120.6931,44.1201
"464","Blattula mirta","species","Callovian","Oxfordian",166.1,157.3,118.324997,40.91,128.9,48.77,"Blattodea",17,16,123.2086,44.1483
"465","Blattula kellos","species","Callovian","Oxfordian",166.1,157.3,118.324997,40.91,128.9,48.77,"Blattodea",17,16,123.2086,44.1483
"466","Ctenoblattina dignata","species","Callovian","Oxfordian",166.1,157.3,120.754997,41.474998,131.45,49.71,"Blattodea",17,16,125.7939,44.6491
"467","Ctenoblattina dignata","species","Callovian","Oxfordian",166.1,157.3,120.75,41.75,131.36,49.98,"Blattodea",17,16,125.8029,44.9241
"489","Liberiblattina ihringovae","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Blattodea",17,16,74.0266,42.8759
"518","Entropia initialis","species","Callovian","Oxfordian",166.1,157.3,119.238609,41.316387,129.79,49.31,"Blattodea",17,16,124.1897,44.5312
"519","Mesoblattina simplicis","species","Callovian","Oxfordian",166.1,157.3,125.175003,41.695,136.44,50.6,"Blattodea",17,16,130.4533,44.7375
"520","Mesoblattula chengdeensis","species","Callovian","Oxfordian",166.1,157.3,118.324997,40.91,128.9,48.77,"Blattodea",17,16,123.2086,44.1483
"522","Mesoblattina","genus","Callovian","Oxfordian",166.1,157.3,120.75,41.75,131.36,49.98,"Blattodea",17,16,125.8029,44.9241
"569","Hydrokhoohydra aquabella","species","Callovian","Oxfordian",166.1,157.3,69.916,42.262001,78.13,40.41,"Blattodea",17,16,74.1883,42.2488
"570","Hydrokhoohydra aquabella","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Blattodea",17,16,74.0266,42.8759
"571","Hydrokhoohydra aquabella","species","Callovian","Oxfordian",166.1,157.3,69.625,42.264,77.87,40.33,"Blattodea",17,16,73.9085,42.1901
"607","Blattula flamma","species","Bajocian","Bathonian",170.3,166.1,99.169998,45.220001,108.76,51.68,"Blattodea",17,17,102.5873,51.0791
"609","Blattula universala","species","Bajocian","Bathonian",170.3,166.1,99.169998,45.220001,108.76,51.68,"Blattodea",17,17,102.5873,51.0791
"610","Truhla vekov","species","Bajocian","Bathonian",170.3,166.1,99.169998,45.220001,108.76,51.68,"Blattodea",17,17,102.5873,51.0791
"611","Polliciblattula analis","species","Bajocian","Bathonian",170.3,166.1,99.169998,45.220001,108.76,51.68,"Blattodea",17,17,102.5873,51.0791
"612","Ano nym","species","Bajocian","Bathonian",170.3,166.1,99.169998,45.220001,108.76,51.68,"Blattodea",17,17,102.5873,51.0791
"614","Hra nie","species","Bajocian","Bathonian",170.3,166.1,99.169998,45.220001,108.76,51.68,"Blattodea",17,17,102.5873,51.0791
"617","Hra","genus","Bajocian","Bathonian",170.3,166.1,99.169998,45.220001,108.76,51.68,"Blattodea",17,17,102.5873,51.0791
"618","Polliciblattula tatosanerata","species","Bajocian","Bathonian",170.3,166.1,99.169998,45.220001,108.76,51.68,"Blattodea",17,17,102.5873,51.0791
"619","Dostavba pre","species","Bajocian","Bathonian",170.3,166.1,99.169998,45.220001,108.76,51.68,"Blattodea",17,17,102.5873,51.0791
"620","Ano da","species","Bajocian","Bathonian",170.3,166.1,99.169998,45.220001,108.76,51.68,"Blattodea",17,17,102.5873,51.0791
"621","Ano net","species","Bajocian","Bathonian",170.3,166.1,99.169998,45.220001,108.76,51.68,"Blattodea",17,17,102.5873,51.0791
"622","Hra disko","species","Bajocian","Bathonian",170.3,166.1,99.169998,45.220001,108.76,51.68,"Blattodea",17,17,102.5873,51.0791
"623","Hra bavi","species","Bajocian","Bathonian",170.3,166.1,99.169998,45.220001,108.76,51.68,"Blattodea",17,17,102.5873,51.0791
"624","Perlucipecta cosmopolitana","species","Bajocian","Bathonian",170.3,166.1,99.169998,45.220001,108.76,51.68,"Blattodea",17,17,102.5873,51.0791
"625","Blattula velika","species","Bajocian","Bathonian",170.3,166.1,99.169998,45.220001,108.76,51.68,"Blattodea",17,17,102.5873,51.0791
"626","Blattula vulgara","species","Bajocian","Bathonian",170.3,166.1,99.169998,45.220001,108.76,51.68,"Blattodea",17,17,102.5873,51.0791
"627","Blattula mini","species","Bajocian","Bathonian",170.3,166.1,99.169998,45.220001,108.76,51.68,"Blattodea",17,17,102.5873,51.0791
"628","Blattula mikro","species","Bajocian","Bathonian",170.3,166.1,99.169998,45.220001,108.76,51.68,"Blattodea",17,17,102.5873,51.0791
"629","Blattula anuniversala","species","Bajocian","Bathonian",170.3,166.1,99.169998,45.220001,108.76,51.68,"Blattodea",17,17,102.5873,51.0791
"630","Polliciblattula vana","species","Bajocian","Bathonian",170.3,166.1,99.169998,45.220001,108.76,51.68,"Blattodea",17,17,102.5873,51.0791
"644","Fractalia aristovi","species","Callovian","Oxfordian",166.1,157.3,69.916,42.262001,78.13,40.41,"Blattodea",17,16,74.1883,42.2488
"646","Pseudomantina nigroalba","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Blattodea",17,16,74.0266,42.8759
"663","Blattodea","order","Toarcian","",182.7,174.1,89.050003,43.275002,105.85,52.71,"Blattodea",18,17,92.7615,47.198
"674","Bimini gorevoesis","species","Bathonian","",168.3,166.1,92.650002,56.169998,92.6,59.64,"Blattodea",17,17,89.4059,60.1493
"676","Pseudomantina baijuyii","species","Callovian","Oxfordian",166.1,157.3,119.238609,41.316387,129.79,49.31,"Blattodea",17,16,124.1897,44.5312
"4101","Megabrenthorrhinus grandis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"5101","Brenthorrhinoides mandibulatus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"6101","Paleocartus pubescens","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"7100","Brenthorrhinoides robustus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"8101","Eccoptarthrus crassipes","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"9101","Eccoptarthrus magnus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"10100","Eccoptarthrus tenuicornis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"11100","Abrenthorrhinus brevirostris","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"12101","Distenorrhinus (Distenorrhinus) pallidirostris","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"13101","Distenorrhinus (Distenorrhinus) angulatus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"15101","Distenorrhinus (Parabrenthorrhinus) sinuatipes","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"16101","Astenorrhinus elongatus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"17101","Astenorrhinus major","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"18101","Procurculio pallens","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"19101","Carabilarva robusta","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"2545","Coleoptera","order","Middle Bathonian","",167.7,164.7,-1.833333,51.900002,19.09,35.79,"Coleoptera",17,16,8.8451,40.6413
"2616","Coleoptera","order","Middle Bathonian","",167.7,164.7,-3.247459,51.020405,18.14,34.81,"Coleoptera",17,16,7.822,39.6725
"3137","Coleoptera","order","Callovian","Oxfordian",166.1,157.3,-68.116669,-47.583332,-18.81,-51.65,"Coleoptera",17,16,-26.5641,-44.6863
"5811","Artematopodites insculptus","species","Toarcian","",182.7,174.1,85.860001,43.91,101.92,52.52,"Coleoptera",18,17,89.2373,47.1525
"5910","Artematopodites insculptus","species","Aalenian","Bajocian",174.1,168.3,84.900002,45.599998,96.25,48.83,"Coleoptera",17,17,87.5314,48.5706
"87","Parelateriformius communis","species","Callovian","Oxfordian",166.1,157.3,119.238609,41.316387,129.79,49.31,"Coleoptera",17,16,124.1897,44.5312
"8810","Parelateriformius villosus","species","Callovian","Oxfordian",166.1,157.3,119.238609,41.316387,129.79,49.31,"Coleoptera",17,16,124.1897,44.5312
"8910","Parelateriformius capitifossus","species","Callovian","Oxfordian",166.1,157.3,119.238609,41.316387,129.79,49.31,"Coleoptera",17,16,124.1897,44.5312
"9010","Parelateriformius mirabdominis","species","Callovian","Oxfordian",166.1,157.3,119.238609,41.316387,129.79,49.31,"Coleoptera",17,16,124.1897,44.5312
"9510","Praecar stolidus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"96","Karacar contractus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"9810","Wuhua jurassica","species","Callovian","Oxfordian",166.1,157.3,119.238609,41.316387,129.79,49.31,"Coleoptera",17,16,124.1897,44.5312
"24010","Astenorrhinus martynovi","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"278","Necromera admiranda","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"288","Belonotaris (Arnoldibelus) zherichini","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"289","Belonotaris gratshevi","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"2903","Protohybosorus karatavicus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"291","Protohybosorus grandissimus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"292","Protohybosorus mesoasiaticus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"31110","Kararhynchus occiduus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"37610","Anhuistoma hyla","species","Bajocian","Bathonian",170.3,166.1,118.059998,31.737499,134.02,37.12,"Coleoptera",17,17,122.3141,35.6991
"3775","Mesecanus lintouensis","species","Bajocian","Bathonian",170.3,166.1,118.059998,31.737499,134.02,37.12,"Coleoptera",17,17,122.3141,35.6991
"37810","Cupedidae","family","Bajocian","Bathonian",170.3,166.1,118.059998,31.737499,134.02,37.12,"Coleoptera",17,17,122.3141,35.6991
"37910","Carabidae","family","Bajocian","Bathonian",170.3,166.1,118.059998,31.737499,134.02,37.12,"Coleoptera",17,17,122.3141,35.6991
"3901","Juranthribus thompsoni","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"3921","Karanthribus primitivus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"393","Notocupes pulcher","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"3941","Zygadenia foersteri","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"395","Notocupes lapidarius","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"396","Notocupes nigrimonticola","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"397","Allophalerus maximus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"398","Omma aberratum","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"399","Cupidium abavum","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"400","Tersus leptocerus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"401","Catinius pelta","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"404","Omma jurassicum","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"4051","Tersus karatavicus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"4061","Xyphosternum minor","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"4081","Mesocupes minor","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"413","Allophalerus maximus","species","Callovian","Oxfordian",166.1,157.3,69.916,42.262001,78.13,40.41,"Coleoptera",17,16,74.1883,42.2488
"414","Phoroschizus crassus","species","Callovian","Oxfordian",166.1,157.3,69.916,42.262001,78.13,40.41,"Coleoptera",17,16,74.1883,42.2488
"415","Xyphosternum punctatum","species","Callovian","Oxfordian",166.1,157.3,69.916,42.262001,78.13,40.41,"Coleoptera",17,16,74.1883,42.2488
"416","Xyphosternum antennatum","species","Callovian","Oxfordian",166.1,157.3,69.916,42.262001,78.13,40.41,"Coleoptera",17,16,74.1883,42.2488
"417","Ranis ovalis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"420","Tersoides capitatus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"421","Xyphosternum antennatum","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"424","Abolescus glabratus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"425","Archodromus comptus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"426","Archodromus brachypterus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"4271","Globoides microps","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"428","Mesoxytelus mandibularis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"429","Mesotachinus major","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"430","Tunicopterus sigara","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"436","Porrhodromus communis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"438","Mesoxytelus parvus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"440","Mesotachinus minor","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"441","Abscondus similis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"444","Globoides oculatus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"446","Mesotachinus medius","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"4471","Tachyporoides villosus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"4481","Abscondus regularis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"4491","Sulcelytrinus antiquus","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"4501","Protoscelis jurassica","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"4511","Protoscelis parvula","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"4521","Protoscelis longicornis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"4531","Protoscelis nitidicornis","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"462","Clavelater ningchengensis","species","Callovian","Oxfordian",166.1,157.3,119.238609,41.316387,129.79,49.31,"Coleoptera",17,16,124.1897,44.5312
"4961","Notocupes crassus","species","Toarcian","",182.7,174.1,70.5,40.029999,87.77,44.86,"Coleoptera",18,17,75.5721,40.2258
"5701","Tarsomegamerus mesozoicus","species","Callovian","Oxfordian",166.1,157.3,119.238609,41.316387,129.79,49.31,"Coleoptera",17,16,124.1897,44.5312
"6341","Timarchopsis aquaticus","species","Toarcian","",182.7,174.1,103.989998,52.630001,117.93,64.9,"Coleoptera",18,17,104.074,59.0884
"6361","Timarchopsis gigas","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"6381","Timarchopsis latus","species","Toarcian","",182.7,174.1,70.425003,39.98,87.72,44.79,"Coleoptera",18,17,75.5176,40.162
"6391","Exedia plana","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"6431","Stygeonectes jurassicus","species","Callovian","Oxfordian",166.1,157.3,112,53,111.58,62.65,"Coleoptera",17,16,113.0814,60.9084
"6491","Stygeonectes jurassicus","species","Toarcian","",182.7,174.1,100.309998,54.169998,111.72,65.52,"Coleoptera",18,17,99.0041,59.8296
"6511","Charonoscapha grossa","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"653","Charonoscapha ovata","species","Callovian","Oxfordian",166.1,157.3,70.001663,42.897221,77.87,41.02,"Coleoptera",17,16,74.0266,42.8759
"6561","Charonoscapha ovata","species","Callovian","Oxfordian",166.1,157.3,69.916,42.262001,78.13,40.41,"Coleoptera",17,16,74.1883,42.2488
