"","name","rank","early_i","late_i","max_ma","min_ma","lng","lat","paleolng","paleolat","group","max_m","min_m","Mlng","Mlat"
"2641","Palaeotanymecides hislopi","species","Late Maastrichtian","",70.6,66,79.07,21.174999,70.99,-31.06,"Coleoptera",7,7,60.9954,-27.4546
"2943","Protopalnia magadanica","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Coleoptera",8,7,134.7094,64.5706
"3035","Dermestidae","family","Middle Campanian","Late Campanian",83.5,70.6,101.056389,43.505833,96.62,38,"Coleoptera",8,7,89.9083,40.962
"3598","Coleoptera","order","Late Maastrichtian","",70.6,66,1.04325,42.144447,10.84,30.15,"Coleoptera",7,7,1.2062,33.6762
"3631","Dermestidae","family","Early Maastrichtian","",70.6,66,22.915501,45.5462,28.74,25.25,"Coleoptera",7,7,999.99,999.99
"3650","Arkagalarhinus zherikhini","species","Early Campanian","",83.5,70.6,146.737,63.248001,126.05,65.82,"Coleoptera",8,7,128.4855,67.0537
"3823","Neusiokia appalachiensis","species","Early Campanian","",83.5,70.6,-78.035004,35.352001,-40.72,37.1,"Coleoptera",8,7,-54.1515,36.6608
"14711","Cecidomyiidae","family","Late Maastrichtian","",70.6,66,-74.758331,40.120834,-37.9,41.35,"Diptera",7,7,-49.2426,40.4999
"14810","Milichiidae","family","Late Maastrichtian","",70.6,66,-74.758331,40.120834,-37.9,41.35,"Diptera",7,7,-49.2426,40.4999
"14911","Metopina goeleti","species","Late Maastrichtian","",70.6,66,-74.758331,40.120834,-37.9,41.35,"Diptera",7,7,-49.2426,40.4999
"15011","Brachycera","suborder","Late Maastrichtian","",70.6,66,-74.758331,40.120834,-37.9,41.35,"Diptera",7,7,-49.2426,40.4999
"15111","Phoridae","family","Late Maastrichtian","",70.6,66,-74.758331,40.120834,-37.9,41.35,"Diptera",7,7,-49.2426,40.4999
"15210","Dohrniphora","genus","Late Maastrichtian","",70.6,66,-74.758331,40.120834,-37.9,41.35,"Diptera",7,7,-49.2426,40.4999
"28610","Cretocatocha mcalpinei","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"28710","Cretomiastor ferejunctus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"28810","Cretocordylomyia quadriseries","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"28910","Cretowinnertzia angustala","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"29110","Cretomiastor ferejunctus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"29210","Maksika intermedia","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"29311","Prioriphora setifemoralis","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"29411","Maksika intermedia","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"29511","Prioriphora longicostalis","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"29610","Limoniinae","subfamily","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,134.7094,64.5706
"29711","Megathon zwicki","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,134.7094,64.5706
"29810","Paleoculicis minutus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"29911","Plecia myersi","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"3005","Trichoneura (Trichoneura) canadensis","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"30111","Macalpina incomparabilis","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"30211","Limonia albertensis","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"3581","Cretaceogaster pygmaeus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"37211","Nemedromia campania","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"37311","Nemedromia telescopica","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"4141","Cretaceogaster pygmaeus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"4151","Nemedromia campania","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"4161","Prolatomyia elongata","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"4171","Cretodromia glaesa","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"418","Cretoplatypalpus americanus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"419","Mesoplatypalpus carpenteri","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"4201","Apalocnemis canadambris","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"4213","Archichrysotus manitobus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"4272","Saigusaia pikei","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"4281","Syntemna fissurata","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"4502","Plesiognoriste carpenteri","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"4514","Synapha longistyla","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"4522","Nedocosia canadensis","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"4532","Zeliinia occidentalis","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"4541","Lecadonileia parvistyla","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"4642","Cretonomyia pristina","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"4652","Leptoconops (Leptoconops) primaevus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"4662","Leptoconops (Leptoconops) primaevus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"4691","Atriculicoides ciliatus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"4701","Atriculicoides globosus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"4713","Atriculicoides globosus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"4751","Atriculicoides","genus","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"4792","Protoculicoides depressus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"4802","Adelohelea glabra","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"4814","Adelohelea glabra","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"4832","Heleageron arenatus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"4841","Heleageron arenatus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"487","Culicoides filipalpis","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"488","Culicoides filipalpis","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"4962","Culicoides tyrrelli","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"4972","Culicoides tyrrelli","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"5022","Culicoides canadensis","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"5042","Culicoides canadensis","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"5072","Culicoides bullus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"5092","Culicoides agamus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"5105","Culicoides obuncus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"5131","Culicoides obuncus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"5142","Culicoides annosus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"5152","Culicoides annosus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"5162","Minyohelea pumilis","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"5182","Palaeobrachypogon aquilonius","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"5191","Palaeobrachypogon aquilonius","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"5201","Palaeobrachypogon remmi","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"5215","Palaeobrachypogon remmi","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"5232","Palaeobrachypogon vetus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"5252","Palaeobrachypogon vetus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"5271","Peronehelea chrimikalydia","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"5291","Peronehelea chrimikalydia","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"5362","Metriocnemus cretatus","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"5372","Spaniotoma conservata","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"5382","Smittia veta","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"5391","Sciadophora bostoni","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"5402","Prioriphora canadambra","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Diptera",8,7,-68.3693,58.8322
"5741","Pollicitator pollicitator","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,134.7094,64.5706
"5751","Syntemna zherikhini","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,134.7094,64.5706
"5761","Syntemna tele","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,134.7094,64.5706
"5772","Syntemna zhuzhan","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,134.7094,64.5706
"5782","Palaeodocosia magadanica","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,134.7094,64.5706
"6531","Cretaphormia fowleri","species","Late Campanian","",83.5,70.6,-112.667999,51.448002,-66.43,61.88,"Diptera",8,7,-83.1916,59.4394
"7981","Palaeopetia minor","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,134.7094,64.5706
"7991","Palaeopetia commemorabilis","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,134.7094,64.5706
"800","Hermaeomyia dubia","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,134.7094,64.5706
"8013","Eridomyia","genus","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,134.7094,64.5706
"8021","Eridomyia ales","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,134.7094,64.5706
"8031","Eridomyia captiosa","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,134.7094,64.5706
"8041","Ironomyiidae","family","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,134.7094,64.5706
"12851","Phoridae","family","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,134.7094,64.5706
"13601","Protoculicoides depressus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"13621","Atriculicoides","genus","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"13651","Culicoides","genus","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"13671","Palaeobrachypogon","genus","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"13681","Stilobezzia pikei","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"13712","Peronehelea","genus","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"13731","Ceratopogonidae","family","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"1534","Platypezoidea","superfamily","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,134.7094,64.5706
"15381","Promittor malus","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,134.7094,64.5706
"15571","Oloplatypeza munusculum","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Diptera",8,7,134.7094,64.5706
"18641","Brachycera","suborder","Late Maastrichtian","",70.6,66,-103.25,45.240002,-62.92,55.18,"Diptera",7,7,-75.9579,51.6329
"18651","Nematocera","suborder","Late Maastrichtian","",70.6,66,-103.25,45.240002,-62.92,55.18,"Diptera",7,7,-75.9579,51.6329
"18661","Diptera","order","Late Maastrichtian","",70.6,66,-103.25,45.240002,-62.92,55.18,"Diptera",7,7,-75.9579,51.6329
"23381","Culicidae","family","Late Campanian","",83.5,70.6,-110.76667,31.666668,-75.98,42.87,"Diptera",8,7,-89.0602,39.9566
"23451","Neuseptychoptera carolinensis","species","Early Campanian","",83.5,70.6,-78.035004,35.352001,-40.72,37.1,"Diptera",8,7,-54.1515,36.6608
"23621","Protoculicoides","genus","Late Campanian","",83.5,70.6,94.083336,21.683332,100.82,1.28,"Diptera",8,7,999.99,999.99
"23631","Chironomidae","family","Late Campanian","",83.5,70.6,94.083336,21.683332,100.82,1.28,"Diptera",8,7,999.99,999.99
"23731","Canadopeza biacrosticha","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Diptera",8,7,-83.0238,57.7064
"14512","Heptageniidae","family","Late Campanian","",83.5,70.6,-119.990799,55.0854,-71.81,67.08,"Ephemeroptera",8,7,-89.5981,64.2654
"36112","Reduviidae","family","Late Maastrichtian","",70.6,66,-74.758331,40.120834,-37.9,41.35,"Hemiptera",7,7,-49.2426,40.4999
"5253","Electrococcus canadensis","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Hemiptera",8,7,-68.3693,58.8322
"6002","Canadaphis carpenteri","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Hemiptera",8,7,-83.0238,57.7064
"6016","Aradus creticus","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Hemiptera",8,7,134.7094,64.5706
"6023","Cretamyzus pikei","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Hemiptera",8,7,-83.0238,57.7064
"6033","Mesozoicaphis tuberculata","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Hemiptera",8,7,-83.0238,57.7064
"6043","Mesozoicaphis canadensis","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Hemiptera",8,7,-83.0238,57.7064
"6053","Mesozoicaphis parva","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Hemiptera",8,7,-83.0238,57.7064
"6063","Calgariaphis unguifera","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Hemiptera",8,7,-83.0238,57.7064
"6073","Albertaphis longirostris","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Hemiptera",8,7,-83.0238,57.7064
"6082","Campaniaphis albertae","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Hemiptera",8,7,-83.0238,57.7064
"6092","Mesozoicaphis electri","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Hemiptera",8,7,-83.0238,57.7064
"6116","Jascopus notabilis","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Hemiptera",8,7,-68.3693,58.8322
"6123","Longiradius foottitti","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Hemiptera",8,7,-83.0238,57.7064
"6143","Canaphis albertensis","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Hemiptera",8,7,-83.0238,57.7064
"6152","Aphidinius constrictus","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Hemiptera",8,7,-83.0238,57.7064
"6193","Palaeoaphis archimedia","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Hemiptera",8,7,-68.3693,58.8322
"6203","Ambaraphis costalis","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Hemiptera",8,7,-68.3693,58.8322
"6216","Alloambria caudata","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Hemiptera",8,7,-68.3693,58.8322
"6223","Pseudambria longirostris","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Hemiptera",8,7,-68.3693,58.8322
"6233","Aniferella bostoni","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Hemiptera",8,7,-83.0238,57.7064
"6243","Canadaphis carpenteri","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Hemiptera",8,7,-68.3693,58.8322
"6623","Anirma longiclavalis","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Hemiptera",8,7,134.7094,64.5706
"6633","Manaria minor","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Hemiptera",8,7,134.7094,64.5706
"6643","Cretamiris zherikhini","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Hemiptera",8,7,134.7094,64.5706
"6653","Armanomiris cretaceous","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Hemiptera",8,7,134.7094,64.5706
"6663","Armanomiris klimaszewskii","species","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Hemiptera",8,7,134.7094,64.5706
"6815","Popovophysa entzmingeri","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Hemiptera",8,7,-83.0238,57.7064
"7071","Alydidae","family","Early Campanian","",83.5,70.6,150.490005,60.167,133.08,63.88,"Hemiptera",8,7,134.7094,64.5706
"12292","Mesosigara kryshtofovichi","species","Late Maastrichtian","",70.6,66,129.483307,49.483299,116.77,48.58,"Hemiptera",7,7,115.4501,51.2417
"14531","Mesojassoides gigantea","species","Late Maastrichtian","",70.6,66,-103.855003,39.924999,-67.24,50.52,"Hemiptera",7,7,-78.8727,46.6506
"14542","Coreidae","family","Late Maastrichtian","",70.6,66,-103.855003,39.924999,-67.24,50.52,"Hemiptera",7,7,-78.8727,46.6506
"15401","Diaspididae","family","Maastrichtian","",72.1,66,169.9095,-46.305,-146.45,-53.03,"Hemiptera",7,7,-156.9035,-59.7846
"15772","Ambaraphis kotejai","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Hemiptera",8,7,-68.3693,58.8322
"15782","Alloambria infelicis","species","Late Campanian","",83.5,70.6,-100.599998,53.450001,-51.04,60.21,"Hemiptera",8,7,-68.3693,58.8322
"18532","Palaeoaphidiella abdominalis","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Hemiptera",8,7,-83.0238,57.7064
"18542","Grassyaphis pikei","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Hemiptera",8,7,-83.0238,57.7064
"18552","Palaeoaphis archimedia","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Hemiptera",8,7,-83.0238,57.7064
"18562","Ambaraphis costalis","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Hemiptera",8,7,-83.0238,57.7064
"18801","Cretaceomira phalanx","species","Middle Campanian","",83.5,70.6,-111.699997,49.825001,-66.71,60.15,"Hemiptera",8,7,-83.0238,57.7064
