"","name","rank","early_i","late_i","max_ma","min_ma","lng","lat","paleolng","paleolat","group","max_m","min_m","Mlng","Mlat"
"116","Lebanotermes veltzae","species","Early Barremian","",130,125.45,35.729168,33.803612,42.77,3.52,"Blattodea",13,13,32.2081,9.1547
"117","Isoptera","infraorder","Early Barremian","",130,125.45,35.729168,33.803612,42.77,3.52,"Blattodea",13,13,32.2081,9.1547
"142","Melqartitermes myrrheus","species","Early Barremian","",130,125.45,35.580002,33.540001,42.54,3.35,"Blattodea",13,13,31.9802,8.9696
"173","Ocelloblattula ponomarenkoi","species","Early Barremian","",130,125.45,35.729168,33.803612,42.77,3.52,"Blattodea",13,13,32.2081,9.1547
"258","Nymphoblatta azari","species","Early Barremian","",130,125.45,36.009998,34.25,42.43,2.98,"Blattodea",13,13,32.6146,9.4588
"259","Elisama","genus","Early Barremian","",130,125.45,36.009998,34.25,42.43,2.98,"Blattodea",13,13,32.6146,9.4588
"299","Perlucipecta aurea","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Blattodea",13,13,122.7434,42.991
"300","Perlucipecta vrsanskyi","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Blattodea",13,13,122.7434,42.991
"303","Mesoblattina wuweiensis","species","Late Jurassic","Early Cretaceous",163.5,100.5,102.239998,38.049999,111.09,35.22,"Blattodea",16,10,104.3559,38.2934
"306","Habroblattula drepanoides","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Blattodea",13,13,122.7434,42.991
"307","Habroblattula drepanoides","species","Late Barremian","Early Aptian",130,122.46,121.129997,41.834999,128.79,42.01,"Blattodea",13,12,123.0202,43.2277
"324","Valditermes","genus","Early Barremian","",130,125.45,0.89,42.02,24.48,27.37,"Blattodea",13,13,11.2106,31.637
"325","Nogueroblatta nana","species","Early Barremian","",130,125.45,0.89,42.02,24.48,27.37,"Blattodea",13,13,11.2106,31.637
"326","Mesoblattina colominasi","species","Early Barremian","",130,125.45,0.958,42.008999,24.52,27.33,"Blattodea",13,13,11.257,31.6037
"327","Nogueroblatta fontllongae","species","Early Barremian","",130,125.45,0.958,42.008999,24.52,27.33,"Blattodea",13,13,11.257,31.6037
"328","Nogueroblatta nana","species","Early Barremian","",130,125.45,0.958,42.008999,24.52,27.33,"Blattodea",13,13,11.257,31.6037
"329","Cretaholocompsa montsecana","species","Early Barremian","",130,125.45,0.958,42.008999,24.52,27.33,"Blattodea",13,13,11.257,31.6037
"330","Orbablattula infrequens","species","Early Barremian","",130,125.45,0.958,42.008999,24.52,27.33,"Blattodea",13,13,11.257,31.6037
"332","Nogueroblatta fontllongae","species","Early Barremian","",130,125.45,0.89,42.02,24.48,27.37,"Blattodea",13,13,11.2106,31.637
"334","Cretaholocompsa montsecana","species","Early Barremian","",130,125.45,0.89,42.02,24.48,27.37,"Blattodea",13,13,11.2106,31.637
"336","Hispanoblatta sumptuosa","species","Late Barremian","",130,125.45,-2.008,40.126999,21.26,27.01,"Blattodea",13,13,7.9127,30.9913
"337","Nogueroblatta fontllongae","species","Late Barremian","",130,125.45,-2.008,40.126999,21.26,27.01,"Blattodea",13,13,7.9127,30.9913
"341","Mastotermes nepropadyom","species","Barremian","",129.4,125,113.239998,51.985001,116.7,50.63,"Blattodea",13,12,112.0695,55.4192
"342","Santonitermes transbaikalicus","species","Barremian","",129.4,125,113.239998,51.985001,116.7,50.63,"Blattodea",13,12,112.0695,55.4192
"343","Blattulidae","family","Early Barremian","",130,125.45,35.580002,33.540001,42.54,3.35,"Blattodea",13,13,31.9802,8.9696
"344","Blattulidae","family","Early Barremian","",130,125.45,35.729168,33.803612,42.77,3.52,"Blattodea",13,13,32.2081,9.1547
"354","Archimesoblatta kopi","species","Barremian","",129.4,125,113.239998,51.985001,116.7,50.63,"Blattodea",13,12,112.0695,55.4192
"355","Mongolblatta sanguinea","species","Barremian","",129.4,125,113.239998,51.985001,116.7,50.63,"Blattodea",13,12,112.0695,55.4192
"356","Blattula discors","species","Barremian","",129.4,125,113.239998,51.985001,116.7,50.63,"Blattodea",13,12,112.0695,55.4192
"357","Liberiblattinidae","family","Barremian","",129.4,125,113.239998,51.985001,116.7,50.63,"Blattodea",13,12,112.0695,55.4192
"374","Archimesoblatta tendencia","species","Barremian","",129.4,125,99.125,45.450001,107.4,41.29,"Blattodea",13,12,100.2627,46.7899
"375","Elisama incerta","species","Barremian","",129.4,125,99.125,45.450001,107.4,41.29,"Blattodea",13,12,100.2627,46.7899
"376","Blattodea","order","Barremian","",129.4,125,99.125,45.450001,107.4,41.29,"Blattodea",13,12,100.2627,46.7899
"447","Zhujiblatta anofissilis","species","Early Aptian","",125.45,122.46,120.360001,29.726999,133.38,31.08,"Blattodea",13,12,123.6154,32.5333
"482","Meiatermes bertrani","species","Early Barremian","",130,125.45,0.958,42.008999,24.52,27.33,"Blattodea",13,13,11.257,31.6037
"483","Meiatermes bertrani","species","Early Barremian","",130,125.45,0.89,42.02,24.48,27.37,"Blattodea",13,13,11.2106,31.637
"521","Diploptera","genus","Berriasian","Valanginian",145,132.9,114.427498,22.552,128.89,28.12,"Blattodea",14,13,120.8716,23.9337
"533","Blattodea","order","Early Barremian","",130,125.45,35.724998,33.779999,42.76,3.5,"Blattodea",13,13,32.1947,9.1348
"567","Anenev asrev","species","Early Barremian","",130,125.45,36.042,33.618,42.11,2.43,"Blattodea",13,13,31.5554,7.6135
"577","Cryptoblatta aquatica","species","Early Barremian","",130,125.45,35.729168,33.803612,42.77,3.52,"Blattodea",13,13,32.2081,9.1547
"580","Spinaeblattina yixianensis","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Blattodea",13,13,122.7434,42.991
"636","Perlucipecta aurea","species","Barremian","Aptian",129.4,113,124.419998,40.075001,135.04,39.94,"Blattodea",13,11,126.561,41.6641
"638","Habroblattula drepanoides","species","Barremian","Aptian",129.4,113,124.419998,40.075001,135.04,39.94,"Blattodea",13,11,126.561,41.6641
"645","Pseudomantina occisor","species","Early Barremian","",130,125.45,35.729168,33.803612,42.77,3.52,"Blattodea",13,13,32.2081,9.1547
"649","Spinaeblattina baekthoensis","species","Barremian","Aptian",129.4,113,124.419998,40.075001,135.04,39.94,"Blattodea",13,11,126.561,41.6641
"665","Ocelloblattula striata","species","Early Barremian","",130,125.45,35.580002,33.555,42.55,3.36,"Blattodea",13,13,31.9867,8.9832
"666","Mesoblattina libanensis","species","Early Barremian","",130,125.45,35.779999,34.049999,42.1,2.49,"Blattodea",13,13,32.3536,9.3593
"677","Elisamoides cudak","species","Berriasian","Barremian",145,125,100.510002,18.49,116.9,12.51,"Blattodea",14,12,105.4984,13.2851
"678","Praeblattella krzeminski","species","Berriasian","Barremian",145,125,100.510002,18.49,116.9,12.51,"Blattodea",14,12,105.4984,13.2851
"680","Praeblattella solus","species","Late Jurassic","Early Cretaceous",163.5,100.5,69.900002,41.799999,81.23,32.22,"Blattodea",16,10,73.2982,38.5307
"681","Nymphoblatta azari","species","Early Barremian","",130,125.45,36.215,34.439999,42.61,2.63,"Blattodea",13,13,32.852,9.5586
"682","Neoblattella nechapetomu","species","Early Barremian","",130,125.45,35.790001,33.950832,42.05,2.41,"Blattodea",13,13,32.3182,9.2661
"683","Neoblattella nechapetomu","species","Early Barremian","",130,125.45,35.729168,33.803612,42.77,3.52,"Blattodea",13,13,32.2081,9.1547
"684","Nymphoblatta azari","species","Early Barremian","",130,125.45,35.729168,33.803612,42.77,3.52,"Blattodea",13,13,32.2081,9.1547
"685","Pravdupovediac neklam","species","Early Barremian","",130,125.45,35.729168,33.803612,42.77,3.52,"Blattodea",13,13,32.2081,9.1547
"686","Elisama globosa","species","Early Barremian","",130,125.45,35.729168,33.803612,42.77,3.52,"Blattodea",13,13,32.2081,9.1547
"687","Miniblattina libera","species","Early Barremian","",130,125.45,35.729168,33.803612,42.77,3.52,"Blattodea",13,13,32.2081,9.1547
"688","Nymphoblatta azari","species","Early Barremian","",130,125.45,35.825001,33.814999,42,2.28,"Blattodea",13,13,32.286,9.1309
"689","Pravdupovediac maaloufi","species","Early Barremian","",130,125.45,35.825001,33.814999,42,2.28,"Blattodea",13,13,32.286,9.1309
"690","Miniblattina libera","species","Early Barremian","",130,125.45,35.825001,33.814999,42,2.28,"Blattodea",13,13,32.286,9.1309
"11000","Archostemata","suborder","Late Barremian","",130,125.45,-1.880849,40.064526,21.31,26.91,"Coleoptera",13,13,7.9785,30.8905
"2496","Ademosynidae","family","Late Barremian","",130,125.45,-1.880849,40.064526,21.31,26.91,"Coleoptera",13,13,7.9785,30.8905
"20100","Coleoptera","order","Neocomian","",145,130,146.5,-38.116669,138.79,-84.05,"Coleoptera",14,13,95.3671,-81.4075
"23101","Coleoptera","order","Late Hauterivian","Aptian",136.4,113,136.883331,36.049999,145.07,45.15,"Coleoptera",14,11,138.9105,44.2775
"24100","Coleoptera","order","Valanginian","",139.8,132.9,-109.691666,38.718056,-44.16,36.57,"Coleoptera",14,13,-63.4843,37.9354
"3432","Sinoelaterium","genus","Late Barremian","Early Aptian",130,122.46,119.312134,41.156223,130.62,39.94,"Coleoptera",13,12,121.2424,42.4434
"4211","Paradesmatus dilatatus","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"4311","Desmatinus cognatus","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"4411","Apoclion clavatus","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"4510","Apoclion dolini","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"4611","Apoclion antennatus","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"47","Anoixis complanus","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"4910","Cretoelaterium kazanovense","species","Barremian","",129.4,125,115.864998,51.775002,119.2,51.06,"Coleoptera",13,12,114.9317,55.632
"6510","Evertus pervalimand","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"6610","Sinoxytelus euglypheus","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"6710","Sinoxytelus breviventer","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"6810","Sinoxytelus longisetosus","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"6910","Cionocoleus minimus","species","Late Hauterivian","",136.4,130,-0.325,51.133331,22.76,35.83,"Coleoptera",14,13,10.0664,41.6462
"7010","Tetraphalerus ponomarenkoi","species","Late Barremian","",130,125.45,-1.880849,40.064526,21.31,26.91,"Coleoptera",13,13,7.9785,30.8905
"7110","Notocupes viridis","species","Late Barremian","",130,125.45,-1.880849,40.064526,21.31,26.91,"Coleoptera",13,13,7.9785,30.8905
"7210","Notocupes diazromerali","species","Late Barremian","",130,125.45,-1.880849,40.064526,21.31,26.91,"Coleoptera",13,13,7.9785,30.8905
"7310","Notocupes longicoxa","species","Late Barremian","",130,125.45,-1.880849,40.064526,21.31,26.91,"Coleoptera",13,13,7.9785,30.8905
"7410","Notocupes siniestri","species","Late Barremian","",130,125.45,-1.880849,40.064526,21.31,26.91,"Coleoptera",13,13,7.9785,30.8905
"7510","Cupedinae","subfamily","Late Barremian","",130,125.45,-1.880849,40.064526,21.31,26.91,"Coleoptera",13,13,7.9785,30.8905
"7610","Mesocupes zherikhini","species","Late Barremian","",130,125.45,-1.880849,40.064526,21.31,26.91,"Coleoptera",13,13,7.9785,30.8905
"7710","Tetraphalerus penalveri","species","Early Barremian","",130,125.45,0.89,42.02,24.48,27.37,"Coleoptera",13,13,11.2106,31.637
"7810","Cionocoleus longicapitis","species","Early Barremian","",130,125.45,0.89,42.02,24.48,27.37,"Coleoptera",13,13,11.2106,31.637
"7910","Cupedinae","subfamily","Early Barremian","",130,125.45,0.89,42.02,24.48,27.37,"Coleoptera",13,13,11.2106,31.637
"8010","Coleoptera","order","Early Barremian","",130,125.45,0.958,42.008999,24.52,27.33,"Coleoptera",13,13,11.257,31.6037
"8110","Notocupes oculata","species","Early Barremian","",130,125.45,0.958,42.008999,24.52,27.33,"Coleoptera",13,13,11.257,31.6037
"8210","Notocupes martinclosas","species","Early Barremian","",130,125.45,0.958,42.008999,24.52,27.33,"Coleoptera",13,13,11.257,31.6037
"8310","Notocupes martinclosas","species","Late Barremian","",130,125.45,-1.880849,40.064526,21.31,26.91,"Coleoptera",13,13,7.9785,30.8905
"9910","Oxyporus yixianus","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"10110","Latocupes bellus","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"10210","Latocupes fortis","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"106","Notocupes lentus","species","Hauterivian","",132.9,129.4,117.269997,40.82,124.41,40.88,"Coleoptera",13,13,119.2036,41.986
"11310","Glaphyrus ancestralis","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"22010","Lithohypna chifengensis","species","Late Barremian","Early Aptian",130,122.46,118.921997,41.536999,126.82,41.23,"Coleoptera",13,12,120.8045,42.7997
"23010","Heterocerites magnus","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"231","Coptoclava longipoda","species","Late Hauterivian","",136.4,130,117.305,40.849998,123.78,42.04,"Coleoptera",14,13,119.2359,42.018
"23810","Glypta qingshilaensis","species","Hauterivian","",132.9,129.4,117.269997,40.82,124.41,40.88,"Coleoptera",13,13,119.2036,41.986
"274","Necromera admiranda","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"276","Necromera admiranda","species","Late Barremian","Early Aptian",130,122.46,120.834999,41.615002,128.6,41.74,"Coleoptera",13,12,122.7434,42.991
"29310","Liadytiscus cretaceus","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"29410","Liadytiscus longitibialis","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"29510","Liadytiscus latus","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"2969","Liadroporus elegans","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"29710","Mesoderus magnus","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"2984","Mesoderus ventralis","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"29910","Sinoporus lineatus","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"30110","Hesterniasca lata","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"3742","Cretorabus rasnitsyni","species","Late Barremian","Early Aptian",130,122.46,118.967003,41.419998,126.91,41.12,"Coleoptera",13,12,120.863,42.6858
"38010","Prophaenognatha robusta","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"38110","Pseudochrysobothris ballae","species","Early Barremian","",130,125.45,0.89,42.02,24.48,27.37,"Coleoptera",13,13,11.2106,31.637
"382","Buprestidae","family","Early Barremian","",130,125.45,0.89,42.02,24.48,27.37,"Coleoptera",13,13,11.2106,31.637
"38310","Montsecbelus solutus","species","Early Barremian","",130,125.45,0.89,42.02,24.48,27.37,"Coleoptera",13,13,11.2106,31.637
"38410","Curculionoidea","superfamily","Early Barremian","",130,125.45,0.89,42.02,24.48,27.37,"Coleoptera",13,13,11.2106,31.637
"385","Elateridae","family","Late Hauterivian","",136.4,130,-0.325,51.133331,22.76,35.83,"Coleoptera",14,13,10.0664,41.6462
"386","Cupedidae","family","Late Hauterivian","",136.4,130,-1.440833,52.72139,22.05,37.47,"Coleoptera",14,13,9.1093,43.2262
"387","Coleoptera","order","Late Hauterivian","",136.4,130,-1.440833,52.72139,22.05,37.47,"Coleoptera",14,13,9.1093,43.2262
"4641","Hydroscapha jeholensis","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"474","Prosolierius","genus","Early Barremian","",130,125.45,35.580002,33.540001,42.54,3.35,"Coleoptera",13,13,31.9802,8.9696
"475","Prosinodendron krelli","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"5712","Eoclambus rugidorsum","species","Early Barremian","",130,125.45,35.729168,33.803612,42.77,3.52,"Coleoptera",13,13,32.2081,9.1547
"572","Elodophthalmus harmonicus","species","Early Barremian","",130,125.45,35.729168,33.803612,42.77,3.52,"Coleoptera",13,13,32.2081,9.1547
"573","Elodophthalmus gracilis","species","Early Barremian","",130,125.45,35.729168,33.803612,42.77,3.52,"Coleoptera",13,13,32.2081,9.1547
"574","Lebanophytum excellens","species","Early Barremian","",130,125.45,35.729168,33.803612,42.77,3.52,"Coleoptera",13,13,32.2081,9.1547
"575","Lebanoretes andelmani","species","Early Barremian","",130,125.45,35.729168,33.803612,42.77,3.52,"Coleoptera",13,13,32.2081,9.1547
"576","Tetrameropsis mesozoica","species","Early Barremian","",130,125.45,35.729168,33.803612,42.77,3.52,"Coleoptera",13,13,32.2081,9.1547
"5771","Camelomorpha longicervix","species","Early Barremian","",130,125.45,35.729168,33.803612,42.77,3.52,"Coleoptera",13,13,32.2081,9.1547
"5781","Cretomalthus acracrowsonorum","species","Early Barremian","",130,125.45,35.580002,33.540001,42.54,3.35,"Coleoptera",13,13,31.9802,8.9696
"6371","Timarchopsis cyrenaicus","species","Hauterivian","",132.9,129.4,1.25,33.110001,17.91,17.71,"Coleoptera",13,13,6.0283,22.4542
"6891","Eodromeus sternalis","species","Neocomian","",145,130,109.209999,50.080002,108.35,52.28,"Coleoptera",14,13,108.7146,52.9301
"736","Lithoscarabaeus baissensis","species","Early Aptian","",125.45,122.46,113.389999,51.709999,118.62,50.03,"Coleoptera",13,12,112.3514,55.1774
"737","Proteroscarabaeus yeni","species","Early Aptian","",125.45,122.46,113.389999,51.709999,118.62,50.03,"Coleoptera",13,12,112.3514,55.1774
"792","Glaresis orthochilus","species","Late Barremian","",130,125.45,120.833,41.605,128.61,41.73,"Coleoptera",13,13,122.7424,42.9809
"799","Megametrioxenoides longus","species","Valanginian","Barremian",139.8,125,109.449997,44.516666,115.28,43.56,"Coleoptera",14,12,111.2143,45.6496
"801","Selengarhynchus ovalis","species","Barremian","",129.4,125,109.845001,45.3531,117.4,43.32,"Coleoptera",13,12,111.4907,46.5104
"804","Cretoxenoides erdeniensis","species","Hauterivian","Barremian",132.9,125,111.050003,49.049999,115.27,47.5,"Coleoptera",13,12,111.0378,52.2285
"805","Selengarhynchoides sharyngolensis","species","Barremian","",129.4,125,109.845001,45.3531,117.4,43.32,"Coleoptera",13,12,111.4907,46.5104
"810","Cretochoragus pygmaeus","species","Early Barremian","",130,125.45,0.958,42.008999,24.52,27.33,"Coleoptera",13,13,11.257,31.6037
"811","Montsecanomalus sorianoi","species","Early Barremian","",130,125.45,0.958,42.008999,24.52,27.33,"Coleoptera",13,13,11.257,31.6037
"812","Hispanocar kseniae","species","Early Barremian","",130,125.45,0.958,42.008999,24.52,27.33,"Coleoptera",13,13,11.257,31.6037
"813","Distenorrhinus (Distenorrhinus) ocularis","species","Early Barremian","",130,125.45,0.958,42.008999,24.52,27.33,"Coleoptera",13,13,11.257,31.6037
"814","Montsecanomalus zherikhini","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"815","Abrocar brachyorhinos","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"817","Abrocar macilentus","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"818","Cretonanophyes punctatus","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"819","Distenorrhinoides simulator","species","Early Barremian","",130,125.45,0.958,42.008999,24.52,27.33,"Coleoptera",13,13,11.257,31.6037
"820","Microbrenthorrhinus martinezi","species","Early Barremian","",130,125.45,0.958,42.008999,24.52,27.33,"Coleoptera",13,13,11.257,31.6037
"821","Nebrenthorrhinus lacasai","species","Early Barremian","",130,125.45,0.958,42.008999,24.52,27.33,"Coleoptera",13,13,11.257,31.6037
"822","Gobicar hispanicus","species","Early Barremian","",130,125.45,0.958,42.008999,24.52,27.33,"Coleoptera",13,13,11.257,31.6037
"823","Cretonanophyes rugosithorax","species","Early Barremian","",130,125.45,0.958,42.008999,24.52,27.33,"Coleoptera",13,13,11.257,31.6037
"827","Jarzembowskia edmundi","species","Early Barremian","",130,125.45,0.89,42.02,24.48,27.37,"Coleoptera",13,13,11.2106,31.637
"828","Distenorrhinus (Parabrenthorrhinus) xavieri","species","Late Barremian","",130,125.45,-1.880849,40.064526,21.31,26.91,"Coleoptera",13,13,7.9785,30.8905
"829","Renicimberis latipecteris","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"830","Chinocimberis angustipecteris","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"831","Chinocimberis magnoculi","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"832","Cylindrobrotus pectinatus","species","Early Barremian","",130,125.45,35.729168,33.803612,42.77,3.52,"Coleoptera",13,13,32.2081,9.1547
"843","Bellimordella capitulifera","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"844","Bellimordella longispina","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"845","Bellimordella robusta","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"848","Nordenskioldia pentatarsus","species","Early Barremian","",130,125.45,35.729168,33.803612,42.77,3.52,"Coleoptera",13,13,32.2081,9.1547
"864","Parageotrupes incanus","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"893","Coptoclavisca nigricollinus","species","Valanginian","Barremian",139.8,125,109.449997,44.516666,115.28,43.56,"Coleoptera",14,12,111.2143,45.6496
"910","Libanochrus calvus","species","Early Barremian","",130,125.45,35.825001,33.814999,42,2.28,"Coleoptera",13,13,32.286,9.1309
"931","Martynopsis laticollis","species","Late Barremian","",130,125.45,-1.880849,40.064526,21.31,26.91,"Coleoptera",13,13,7.9785,30.8905
"940","Allophalerus bontsaganensis","species","Hauterivian","Barremian",132.9,125,99.599998,45.950001,106.66,41.85,"Coleoptera",13,12,100.5627,47.3541
"941","Omma longicolle","species","Barremian","",129.4,125,99.125,45.450001,107.4,41.29,"Coleoptera",13,12,100.2627,46.7899
"948","Tetraphalerus notatus","species","Hauterivian","Barremian",132.9,125,99.599998,45.950001,106.66,41.85,"Coleoptera",13,12,100.5627,47.3541
"974","Meligethiella glabra","species","Early Aptian","",125.45,122.46,116.190002,50.830002,121.65,49.81,"Coleoptera",13,12,115.6917,54.7681
"1001","Megolisthaerus chinensis","species","Late Barremian","",130,125.45,120.834999,41.615002,128.6,41.74,"Coleoptera",13,13,122.7434,42.991
"1006","Brochocoleus alatus","species","Barremian","",129.4,125,99.125,45.450001,107.4,41.29,"Coleoptera",13,12,100.2627,46.7899
"1013","Brochocoleus planus","species","Hauterivian","Barremian",132.9,125,111.050003,49.049999,115.27,47.5,"Coleoptera",13,12,111.0378,52.2285
"1020","Notocupes mongolicus","species","Barremian","",129.4,125,99.125,45.450001,107.4,41.29,"Coleoptera",13,12,100.2627,46.7899
"1026","Notocupes elegans","species","Barremian","",129.4,125,99.125,45.450001,107.4,41.29,"Coleoptera",13,12,100.2627,46.7899
"1034","Notocupes dundulaensis","species","Barremian","",129.4,125,99.125,45.450001,107.4,41.29,"Coleoptera",13,12,100.2627,46.7899
