"","name","rank","early_i","late_i","max_ma","min_ma","lng","lat","paleolng","paleolat","group","max_m","min_m","Mlng","Mlat"
"6861","Karadromeus elongatus","species","Tithonian","",152.1,145,116.93,51.709999,112.35,63.15,"Coleoptera",15,14,117.8204,56.4675
"723","Helophorus (Mesosperchus) tarsalis","species","Tithonian","",152.1,145,116.93,51.709999,112.35,63.15,"Coleoptera",15,14,117.8204,56.4675
"802","Gobibrenthorrhinus gigas","species","Tithonian","",152.1,145,104.133331,44.416668,105.82,51.45,"Coleoptera",15,14,106.8093,45.4903
"807","Gobicar ulugeiensis","species","Tithonian","",152.1,145,104.133331,44.416668,105.82,51.45,"Coleoptera",15,14,106.8093,45.4903
"877","Microcoleopteron heydeni","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"878","Microcoleopteron jurassicum","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"879","Scaphidiopsis hageni","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"880","Pseudotenebrio relictus","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"881","Pseudohydrophilus avitus","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"882","Ditomoptera defossa","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"884","Malmelater teyleri","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"886","Malmelater costeri","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"887","Malmelater grossum","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"888","Pseudotenebrio innominatus","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"889","Coleopteron antiquus","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"890","Microcoleopteron lithographicum","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"891","Chrysomelophana rara","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"892","Scaphidiopsis aequivoca","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"895","Hydrophilopsia longitarsalis","species","Tithonian","",152.1,145,117.615997,51.916,112.95,63.53,"Coleoptera",15,14,118.4949,56.7583
"896","Timarchopsis gobiensis","species","Tithonian","",152.1,145,107.796997,45.591999,109.01,53.53,"Coleoptera",15,14,110.5127,46.7142
"897","Bolbonectes intermedius","species","Tithonian","",152.1,145,115.660004,50.759998,111.82,61.93,"Coleoptera",15,14,116.7886,55.3719
"901","Liadytes dajensis","species","Tithonian","",152.1,145,117.615997,51.916,112.95,63.53,"Coleoptera",15,14,118.4949,56.7583
"949","Omma gobiense","species","Tithonian","",152.1,145,107.790001,45.59,109.01,53.53,"Coleoptera",15,14,110.5056,46.7121
"961","Coleoptera","order","Kimmeridgian","",157.3,152.1,10.505,51.902,23.31,35.25,"Coleoptera",16,15,17.9681,43.8717
"1015","Notocupes brachycephalus","species","Tithonian","",152.1,145,95.775002,44.143002,96.01,49.83,"Coleoptera",15,14,98.1525,46.0995
"1053","Dundorabus glabrus","species","Tithonian","",152.1,145,107.790001,45.59,109.01,53.53,"Coleoptera",15,14,110.5056,46.7121
"1054","Novunda pachycephala","species","Tithonian","",152.1,145,117.035004,52.310001,111.82,63.71,"Coleoptera",15,14,117.703,57.0676
"1055","Karadromeus verrucosus","species","Tithonian","",152.1,145,116.93,51.709999,112.35,63.15,"Coleoptera",15,14,117.8204,56.4675
"1078","Eodromeites udensis","species","Oxfordian","Kimmeridgian",163.5,152.1,111.25,52.369999,108.38,62,"Coleoptera",16,15,111.397,56.3479
"1287","Prospercheus cristatus","species","Tithonian","",152.1,145,95.767998,44.140999,96,49.82,"Coleoptera",15,14,98.146,46.0965
"1288","Helophorus (Mesosperchus) inceptivus","species","Tithonian","",152.1,145,95.767998,44.140999,96,49.82,"Coleoptera",15,14,98.146,46.0965
"1407","Pyrochroophana maior","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1408","Pyrochroophana suprajurensis","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1410","Eurythyreites grandis","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1411","Opsis bavarica","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1412","Geotrupoides lithographicus","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1413","Amarodes pseudozabrus","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1414","Ditomoptera minor","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1523","Malmelater priscus","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1524","Omma brevipes","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1525","Pyrochroophana robusta","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1527","Cerambycinus dubius","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1528","Parasilphites angusticollis","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1529","Oryctites fossilis","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1530","Procalosoma mimor","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1531","Chlaeniopsis solitarius","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1532","Notocupes reticulatus","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1533","Omma zitteli","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1535","Procalosoma giardi","species","Early Tithonian","",150.8,145,11.105,48.904999,23.84,32.07,"Coleoptera",15,14,18.7959,40.9129
"1536","Procalosoma major","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1537","Carabicina decipiens","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1538","Prochrysomela jurassica","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1539","Microcoleopteron minimum","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1604","Curculionites striatus","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1628","Coleoptera","order","Late Kimmeridgian","Early Tithonian",155.7,145,-2.337,50.630001,12.44,32.19,"Coleoptera",16,14,7.0964,42.1613
"1632","Pseudothyrea oppenheimi","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1665","Procalosoma minor","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1668","Actea sphinx","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1669","Hydrophilidae","family","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1670","Elateridae","family","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"1793","Juroglypholoma talbragarense","species","Tithonian","",152.1,145,149.695007,-32.169998,127.92,-70.6,"Coleoptera",15,14,88.7891,-74.6434
"1794","Protachinus minor","species","Tithonian","",152.1,145,149.695007,-32.169998,127.92,-70.6,"Coleoptera",15,14,88.7891,-74.6434
"1930","Liadytes aspidytoides","species","Tithonian","",152.1,145,95.765999,44.139,96,49.82,"Coleoptera",15,14,98.1446,46.0943
"1931","Liadytes aspidytoides","species","Tithonian","",152.1,145,95.793999,44.137001,96.03,49.83,"Coleoptera",15,14,98.1736,46.0964
"1938","Notocupes","genus","Tithonian","",152.1,145,116.93,51.709999,112.35,63.15,"Coleoptera",15,14,117.8204,56.4675
"1945","Mesogyrus striatus","species","Tithonian","",152.1,145,117.900002,51,114.27,62.81,"Coleoptera",15,14,119.1504,55.899
"1946","Liadytes longus","species","Tithonian","",152.1,145,117.615997,51.916,112.95,63.53,"Coleoptera",15,14,118.4949,56.7583
"1947","Liadytes longus","species","Tithonian","",152.1,145,116.93,51.709999,112.35,63.15,"Coleoptera",15,14,117.8204,56.4675
"1948","Liadytes longus","species","Tithonian","",152.1,145,117.035004,52.310001,111.82,63.71,"Coleoptera",15,14,117.703,57.0676
"1950","Liadytes crassus","species","Tithonian","",152.1,145,102.559998,53.740002,94.37,60.36,"Coleoptera",15,14,101.6406,56.4451
"1955","Liadytes dajensis","species","Tithonian","",152.1,145,102.559998,53.740002,94.37,60.36,"Coleoptera",15,14,101.6406,56.4451
"1956","Liadytes dajensis","species","Tithonian","",152.1,145,116.93,51.709999,112.35,63.15,"Coleoptera",15,14,117.8204,56.4675
"1958","Liadytes dajensis","species","Kimmeridgian","Valanginian",157.3,132.9,119.705002,51.099998,118.04,59.5,"Coleoptera",16,13,122.573,52.3471
"1959","Jurodes minor","species","Tithonian","",152.1,145,116.93,51.709999,112.35,63.15,"Coleoptera",15,14,117.8204,56.4675
"1960","Jurodes minor","species","Tithonian","",152.1,145,117.615997,51.916,112.95,63.53,"Coleoptera",15,14,118.4949,56.7583
"1961","Jurodes minor","species","Tithonian","",152.1,145,102.559998,53.740002,94.37,60.36,"Coleoptera",15,14,101.6406,56.4451
"1962","Helophorus (Mesosperchus) tarsalis","species","Tithonian","",152.1,145,117.615997,51.916,112.95,63.53,"Coleoptera",15,14,118.4949,56.7583
"1963","Helophorus (Mesosperchus) tarsalis","species","Tithonian","",152.1,145,117.035004,52.310001,111.82,63.71,"Coleoptera",15,14,117.703,57.0676
"1966","Aposphinctus sibiricus","species","Tithonian","",152.1,145,116,52,110.93,63.12,"Coleoptera",15,14,116.6903,56.6287
"1967","Aposphinctus sibiricus","species","Tithonian","",152.1,145,117.035004,52.310001,111.82,63.71,"Coleoptera",15,14,117.703,57.0676
"1968","Polysitum ovale","species","Tithonian","",152.1,145,117.615997,51.916,112.95,63.53,"Coleoptera",15,14,118.4949,56.7583
"1969","Angarolarva incerta","species","Tithonian","",152.1,145,115.660004,50.759998,111.82,61.93,"Coleoptera",15,14,116.7886,55.3719
"1975","Karatoma raptor","species","Tithonian","",152.1,145,117.615997,51.916,112.95,63.53,"Coleoptera",15,14,118.4949,56.7583
"1976","Novunda angulata","species","Tithonian","",152.1,145,117.615997,51.916,112.95,63.53,"Coleoptera",15,14,118.4949,56.7583
"1977","Novunda cursoria","species","Tithonian","",152.1,145,117.615997,51.916,112.95,63.53,"Coleoptera",15,14,118.4949,56.7583
"1978","Novunda pachycephala","species","Tithonian","",152.1,145,117.615997,51.916,112.95,63.53,"Coleoptera",15,14,118.4949,56.7583
"1979","Karadromeus verrucosus","species","Tithonian","",152.1,145,117.615997,51.916,112.95,63.53,"Coleoptera",15,14,118.4949,56.7583
"1982","Karatoma raptor","species","Tithonian","",152.1,145,117.035004,52.310001,111.82,63.71,"Coleoptera",15,14,117.703,57.0676
"1985","Helophorus (Mesosperchus) tarsalis","species","Tithonian","",152.1,145,115.660004,50.759998,111.82,61.93,"Coleoptera",15,14,116.7886,55.3719
"1987","Coptoclavella minor","species","Callovian","Kimmeridgian",166.1,152.1,119.184998,50.814999,123.19,60,"Coleoptera",17,15,122.0448,52.0578
"1989","Stygeonectes jurassicus","species","Tithonian","",152.1,145,117.410004,51.650002,112.99,63.24,"Coleoptera",15,14,118.37,56.4714
"1990","Karatoma raptor","species","Tithonian","",152.1,145,117.410004,51.650002,112.99,63.24,"Coleoptera",15,14,118.37,56.4714
"1991","Helophorus (Mesosperchus) tarsalis","species","Tithonian","",152.1,145,117.410004,51.650002,112.99,63.24,"Coleoptera",15,14,118.37,56.4714
"1992","Polyphaga","suborder","Tithonian","",152.1,145,117.007004,51.337002,112.84,62.85,"Coleoptera",15,14,118.0459,56.1129
"1993","Hydrobiites crassus","species","Tithonian","",152.1,145,117.007004,51.337002,112.84,62.85,"Coleoptera",15,14,118.0459,56.1129
"1994","Helophorus (Mesosperchus) tarsalis","species","Tithonian","",152.1,145,117.355003,51.735001,112.83,63.3,"Coleoptera",15,14,118.2773,56.5474
"2000","Helophorus (Mesosperchus) tarsalis","species","Tithonian","",152.1,145,116,52,110.93,63.12,"Coleoptera",15,14,116.6903,56.6287
"2003","Stygeonectes jurassicus","species","Tithonian","",152.1,145,117.394997,49.945,116.79,60.05,"Coleoptera",15,14,120.2262,51.172
"2007","Stygeonectes jurassicus","species","Tithonian","",152.1,145,117.815002,49.580002,117.57,59.82,"Coleoptera",15,14,120.6654,50.8109
"2008","Coptoclavella minor","species","Kimmeridgian","Valanginian",157.3,132.9,120.010002,51.599998,117.97,60.03,"Coleoptera",16,13,122.8757,52.8496
"2010","Trigunda lata","species","Tithonian","",152.1,145,116.93,51.709999,112.35,63.15,"Coleoptera",15,14,117.8204,56.4675
"2011","Undiatina pilosa","species","Tithonian","",152.1,145,116.93,51.709999,112.35,63.15,"Coleoptera",15,14,117.8204,56.4675
"2013","Daiodromus umbrosus","species","Tithonian","",152.1,145,117.615997,51.916,112.95,63.53,"Coleoptera",15,14,118.4949,56.7583
"2014","Prodaia inflata","species","Tithonian","",152.1,145,117.615997,51.916,112.95,63.53,"Coleoptera",15,14,118.4949,56.7583
"2015","Morda mora","species","Tithonian","",152.1,145,117.615997,51.916,112.95,63.53,"Coleoptera",15,14,118.4949,56.7583
"2016","Ryvkinius gracilis","species","Tithonian","",152.1,145,117.615997,51.916,112.95,63.53,"Coleoptera",15,14,118.4949,56.7583
"2017","Cuneocharis elongatus","species","Tithonian","",152.1,145,117.615997,51.916,112.95,63.53,"Coleoptera",15,14,118.4949,56.7583
"2018","Staphylinidae","family","Tithonian","",152.1,145,117.615997,51.916,112.95,63.53,"Coleoptera",15,14,118.4949,56.7583
"2026","Elateridae","family","Tithonian","",152.1,145,117.355003,51.735001,112.83,63.3,"Coleoptera",15,14,118.2773,56.5474
"2042","Amphicyrtella granulum","species","Tithonian","",152.1,145,117.035004,52.310001,111.82,63.71,"Coleoptera",15,14,117.703,57.0676
"2043","Amphicyrtella clavator","species","Tithonian","",152.1,145,117.035004,52.310001,111.82,63.71,"Coleoptera",15,14,117.703,57.0676
"2044","Artematopodites latus","species","Tithonian","",152.1,145,115.660004,50.759998,111.82,61.93,"Coleoptera",15,14,116.7886,55.3719
"2045","Artematopodites latus","species","Tithonian","",152.1,145,117.900002,51,114.27,62.81,"Coleoptera",15,14,119.1504,55.899
"2051","Dzeregia byrrhoides","species","Tithonian","",152.1,145,117.035004,52.310001,111.82,63.71,"Coleoptera",15,14,117.703,57.0676
"2052","Thoracotes glabrus","species","Tithonian","",152.1,145,117.615997,51.916,112.95,63.53,"Coleoptera",15,14,118.4949,56.7583
"2053","Sphaerocantharis sibirica","species","Tithonian","",152.1,145,117.615997,51.916,112.95,63.53,"Coleoptera",15,14,118.4949,56.7583
"2094","Chrysobothris veterana","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"2097","Tauredon horni","species","Early Tithonian","",150.8,145,11.145,48.91,23.87,32.08,"Coleoptera",15,14,18.8301,40.9199
"2331","Protochares brevipalpis","species","Tithonian","",152.1,145,149.695007,-32.169998,127.92,-70.6,"Coleoptera",15,14,88.7891,-74.6434
"2816","Hydrophilidae","family","Oxfordian","Kimmeridgian",163.5,152.1,101.769997,25.049999,117.75,28.6,"Coleoptera",16,15,107.0275,22.5215
"2821","Notocupes brachycephalus","species","Tithonian","",152.1,145,95.765999,44.139,96,49.82,"Coleoptera",15,14,98.1446,46.0943
"2822","Zygadenia giebeli","species","Tithonian","",152.1,145,95.775002,44.143002,96.01,49.83,"Coleoptera",15,14,98.1525,46.0995
"2823","Zygadenia handlirschi","species","Tithonian","",152.1,145,95.775002,44.143002,96.01,49.83,"Coleoptera",15,14,98.1525,46.0995
"2824","Anaglyphites crassipygus","species","Tithonian","",152.1,145,95.775002,44.143002,96.01,49.83,"Coleoptera",15,14,98.1525,46.0995
"2825","Loculitricoleus mongolicus","species","Tithonian","",152.1,145,95.793999,44.137001,96.03,49.83,"Coleoptera",15,14,98.1736,46.0964
"2826","Sodovia sharotegica","species","Tithonian","",152.1,145,95.775002,44.143002,96.01,49.83,"Coleoptera",15,14,98.1525,46.0995
"2827","Schizocoleidae","family","Tithonian","",152.1,145,95.769997,44.136501,96.01,49.82,"Coleoptera",15,14,98.1494,46.0924
"2828","Schizocoleidae","family","Tithonian","",152.1,145,95.766998,44.137001,96.01,49.82,"Coleoptera",15,14,98.1462,46.0925
"2829","Mesogyrus elongates","species","Tithonian","",152.1,145,95.775002,44.143002,96.01,49.83,"Coleoptera",15,14,98.1525,46.0995
"2830","Timarchopsis longus","species","Tithonian","",152.1,145,95.765999,44.139,96,49.82,"Coleoptera",15,14,98.1446,46.0943
"2831","Coptoclavidae","family","Tithonian","",152.1,145,95.775002,44.143002,96.01,49.83,"Coleoptera",15,14,98.1525,46.0995
"2832","Jurodes shartegiensis","species","Tithonian","",152.1,145,95.776001,44.139,96.01,49.82,"Coleoptera",15,14,98.1547,46.0957
"2833","Protorabinae","subfamily","Tithonian","",152.1,145,95.765999,44.139,96,49.82,"Coleoptera",15,14,98.1446,46.0943
"2834","Caraboidea","superfamily","Tithonian","",152.1,145,95.765999,44.139,96,49.82,"Coleoptera",15,14,98.1446,46.0943
"2835","Notocupes brachycephalus","species","Tithonian","",152.1,145,95.776001,44.139,96.01,49.82,"Coleoptera",15,14,98.1547,46.0957
"2836","Notocupes exiguus","species","Tithonian","",152.1,145,95.776001,44.139,96.01,49.82,"Coleoptera",15,14,98.1547,46.0957
"2837","Anaglyphites minutissimus","species","Tithonian","",152.1,145,95.776001,44.139,96.01,49.82,"Coleoptera",15,14,98.1547,46.0957
"2838","Loculitricoleus","genus","Tithonian","",152.1,145,95.776001,44.139,96.01,49.82,"Coleoptera",15,14,98.1547,46.0957
"2839","Tersus minor","species","Tithonian","",152.1,145,95.776001,44.139,96.01,49.82,"Coleoptera",15,14,98.1547,46.0957
